DateTime,o3,so2,co,no,no2,nox,pm25,t,rh,ws,wd
20170301 23:00,0.032,0.1,0.114,0.2,1.6,1.9,1.83,17,64,7.3,249.3
20170302 00:00,0.031,0.1,0.117,0.1,2.2,2.4,1.74,16.6,66,7.3,265.1
20170302 01:00,0.034,0.1,0.122,0.1,1.4,1.6,2.57,16.4,57,14.1,276.4
20170302 02:00,0.044,0.1,0.125,0.1,0.3,0.4,2.46,14.4,35,21.2,288.9
20170302 03:00,0.043,0,0.119,0.1,0.4,0.6,1.81,11.8,32,19.6,293.9
20170302 04:00,0.041,0,0.121,0.2,0.6,0.8,1.25,10,34,17.1,285.6
20170302 05:00,0.04,0,0.127,0.3,1.6,1.9,0.73,9.2,35,16.3,283.8
20170302 06:00,0.035,0,0.151,1.3,3.2,4.5,0.27,8.5,38,17.8,293.7
20170302 07:00,0.027,0.1,0.179,20.1,10.9,31.1,-0.22,7.9,39,19.2,292.3
20170302 08:00,0.03,0.2,0.17,8.5,5.6,14.2,-0.38,7.1,39,22,297.8
20170302 09:00,0.036,0.1,0.144,2.4,2.6,5.1,-0.28,6.5,37,22.3,296.1
20170302 10:00,0.039,,0.146,2.8,3,5.9,0.25,6.6,36,21.2,299
20170302 11:00,0.04,,0.151,4,2.4,6.4,0.71,6.8,35,21.3,304.3
20170302 12:00,0.041,0.1,0.154,1.981,,,1.51,6.9,35,21.3,298.5
20170302 13:00,0.04,0.1,0.163,,,,1.78,7.2,35,20.3,301.1
20170302 14:00,0.041,0.1,0.171,4.7,3.4,8.2,1.84,7.3,34,19.4,302.9
20170302 15:00,0.04,0.1,0.185,9.1,3.9,13.1,1.69,7.8,31,15.6,311
20170302 16:00,0.039,0.3,0.189,4.4,6.7,11.1,1.6,8,29,15.5,304.9
20170302 17:00,0.039,0.5,0.204,3.1,6.2,9.4,1.67,7.7,28,12.3,301.1
20170302 18:00,0.036,0.7,0.191,4.3,8.1,12.5,1.8,7,29,12.6,300.8
20170302 19:00,0.035,0.6,0.179,1.8,7.9,9.8,1.74,6.2,32,11.4,300.7
20170302 20:00,0.028,0.7,0.201,3.3,12.9,16.3,2.36,5.4,35,7.3,303.9
20170302 21:00,0.031,0.4,0.193,2.3,9.5,11.9,2.46,4.5,35,8.4,304
20170302 22:00,0.032,0.2,0.179,2.3,9,11.3,2.4,4.1,35,8.1,308.9
20170302 23:00,0.034,0.2,0.169,1.6,7.1,8.8,2.29,3.5,35,8,305.3
20170303 00:00,0.034,0.2,0.164,1.5,7.3,8.9,2.3,2.8,36,7.9,309.3
20170303 01:00,0.036,0.1,0.16,0.9,4.4,5.4,2.58,2.5,38,10.1,308.8
20170303 02:00,0.035,0.1,0.171,0.8,5.1,5.9,3.18,2.4,40,7.7,311.5
20170303 03:00,0.016,0.3,0.201,25.2,25.4,50.6,3.29,1.6,42,7.4,318.4
20170303 04:00,0.016,0.4,0.194,23.9,25.2,49.1,3.46,1.1,41,7.4,310.4
20170303 05:00,0.019,0.3,0.198,15.8,22.8,38.7,3.45,0.8,39,7.6,308.2
20170303 06:00,0.021,0.3,0.245,6.7,19.8,26.6,3.36,0.3,39,5.9,306.3
20170303 07:00,0.02,0.6,0.291,41.6,29.5,71.2,5.67,0.6,38,7.5,299.3
20170303 08:00,0.031,0.4,0.232,11.5,11.7,23.2,3.2,1.3,36,8.9,312.8
20170303 09:00,0.036,0.4,0.196,3.8,4.9,8.7,2.89,1.8,34,9.1,297.5
20170303 10:00,0.036,0.3,0.188,4.5,4.8,9.4,3.1,2.4,34,10.8,300.3
20170303 11:00,0.036,,0.217,3.9,4.5,8.4,3.23,2.5,35,11.1,307.5
20170303 12:00,0.037,,0.187,3.5,4.9,8.5,2.63,2.3,37,14.8,300.1
20170303 13:00,0.038,0.4,0.189,4.6,4.9,9.6,3.01,2.8,36,14.1,293.7
20170303 14:00,0.038,0.4,0.187,4,4,8.1,3.1,2.7,39,16.9,300.8
20170303 15:00,0.036,0.4,0.212,5.3,5.2,10.5,2.62,1.5,52,11.5,305.9
20170303 16:00,0.035,0.5,0.223,5.6,5.5,11.1,2.26,3.2,34,12.9,301.4
20170303 17:00,0.038,0.5,0.211,3.1,3.9,7,2.2,2.4,36,17.2,304.9
20170303 18:00,0.034,0.3,0.216,2.6,7.8,10.5,2.08,0.6,47,12.8,304.9
20170303 19:00,0.032,0.3,0.215,1.5,7.4,9,2.4,0.4,44,9.6,295.7
20170303 20:00,0.035,0.3,0.198,1.6,5.3,7,2.16,0.3,35,12.9,304
20170303 21:00,0.038,0.3,0.189,2.2,4.9,7.2,1.66,-0.3,28,13.7,309.7
20170303 22:00,0.038,0.3,0.183,1.1,4,5.1,1.91,-1,30,12.9,304.4
20170303 23:00,0.036,0.2,0.178,1.2,4.3,5.6,1.65,-1.7,31,11.4,309.8
20170304 00:00,0.036,0.2,0.171,1.7,4.8,6.6,1.35,-2.5,33,10,315.6
20170304 01:00,0.036,0.3,0.169,0.7,4.7,5.4,1.59,-3,34,7.7,307.3
20170304 02:00,0.036,0.4,0.168,0.6,4.3,5,1.73,-3.3,32,7.1,304.4
20170304 03:00,0.034,0.4,0.167,1.8,6,7.8,1.89,-3.7,34,5.7,293
20170304 04:00,0.027,0.4,0.189,5.457,12.5,17.8,2.29,-4,37,4,287
20170304 05:00,0.028,0.3,0.199,1.7,11,12.7,2.56,-4.4,40,4.6,286.7
20170304 06:00,0.023,0.3,0.253,0.8,15.6,16.5,3.13,-4.6,43,3,266
20170304 07:00,0.027,0.4,0.248,2.4,11.3,13.8,3.39,-4.1,42,3.9,266.1
20170304 08:00,0.033,0.4,0.207,3,5.7,8.8,3.31,-3.1,40,8.4,287.4
20170304 09:00,0.036,0.4,0.196,3.6,3.8,7.4,2.89,-1.9,37,11.5,306.1
20170304 10:00,0.036,0.3,0.194,3.4,4.7,8.2,3.09,-1.3,36,13.7,306.7
20170304 11:00,0.037,0.3,0.186,3.9,3.9,7.8,3.21,-0.6,35,15.1,305
20170304 12:00,0.037,0.2,0.194,4.9,4.7,9.7,2.87,0,33,13.4,308.6
20170304 13:00,0.038,0.2,0.191,3.6,3.5,7.2,2.49,0.6,31,15,309
20170304 14:00,0.04,0.2,0.178,2.6,3.1,5.8,1.83,1.6,27,14.9,310.7
20170304 15:00,0.041,0.2,0.179,2.6,2.6,5.3,1.37,1.7,26,15.4,316.8
20170304 16:00,0.041,0.2,0.175,2,2.5,4.5,1.05,1.6,25,14.8,316.5
20170304 17:00,0.04,0.2,0.176,2,4.2,6.3,0.85,1.1,24,13.6,317.4
20170304 18:00,0.035,0.2,0.226,2.3,8,10.4,1.42,0.3,27,7.4,339.4
20170304 19:00,0.037,0.4,0.232,2.6,6.1,8.7,1.38,-0.7,27,7.9,350
20170304 20:00,0.037,0.5,0.213,2.7,5,7.7,1.63,-1.7,28,7.6,346.1
20170304 21:00,0.036,0.4,0.232,2,5.5,7.5,1.77,-2.6,28,5.7,351.3
20170304 22:00,0.037,0.3,0.203,1.5,4,5.5,1.89,-4,32,7.9,354.7
20170304 23:00,0.036,0.3,0.21,2.3,5.6,7.9,1.88,-5.1,32,6.2,344.8
20170305 00:00,0.037,0.3,0.22,1.8,5.5,7.3,1.71,-5.8,30,7.1,344.1
20170305 01:00,0.037,0.3,0.178,0.9,4.5,5.5,1.4,-6.6,29,7.3,332.5
20170305 02:00,0.037,0.3,0.162,0.8,3.7,4.6,1.54,-7.3,31,8.5,336.5
20170305 03:00,0.036,0.3,0.168,0.5,4.4,4.9,1.67,-7.9,35,6.5,327.9
20170305 04:00,0.035,0.3,0.168,0.6,4.4,5,1.6,-8.3,36,6.9,329.1
20170305 05:00,0.035,0.3,0.175,0.6,4.7,5.3,1.69,-8.7,39,7.5,332.6
20170305 06:00,0.033,0.3,0.185,1.4,5.9,7.4,1.76,-9,41,6.9,338.2
20170305 07:00,0.034,0.3,0.189,2.3,5.2,7.5,1.75,-8.5,41,6.3,332.5
20170305 08:00,0.036,0.3,0.194,2.5,2.7,5.3,1.98,-7.5,36,6.2,342.4
20170305 09:00,0.036,0.3,0.188,3.3,2.1,5.4,1.97,-5.6,30,5.4,320.2
20170305 10:00,0.037,0.3,0.192,2.7,2.9,5.7,1.7,-3.4,26,4.9,317.6
20170305 11:00,0.038,0.4,0.196,2.2,2,4.3,1.5,-1.7,20,5.6,343.4
20170305 12:00,0.039,0.3,0.182,3.7,2.7,6.4,1.91,-0.1,17,5.5,325.3
20170305 13:00,0.04,0.3,0.174,2.1,1.9,4.1,1.97,1,17,6,317.7
20170305 14:00,0.041,0.3,0.169,1.7,1.7,3.4,1.92,2.1,16,6.3,317.6
20170305 15:00,0.041,0.3,0.18,1.7,2.2,3.9,2.18,2.9,16,6.3,302.8
20170305 16:00,0.04,0.3,0.18,1.3,3.1,4.4,2.7,3.1,18,7.5,289.1
20170305 17:00,0.038,0.4,0.184,1.1,5.6,6.8,2.81,2.6,19,8.1,294.3
20170305 18:00,0.032,0.4,0.22,1.4,10.3,11.7,3.37,2.1,20,5.1,302.7
20170305 19:00,0.022,0.5,0.294,4.2,21,25.3,3.97,1.8,21,4,315.4
20170305 20:00,0.016,0.6,0.34,2.7,26.6,29.3,6.29,0.9,24,3.7,289
20170305 21:00,0.007,0.7,0.468,5.7,34.7,40.5,9.83,0.2,26,2.4,272.1
20170305 22:00,0.003,0.8,0.526,12.2,38.9,51.1,11.65,-0.3,30,1.8,280
20170305 23:00,0.003,0.8,0.538,10.8,37.4,48.2,11.71,-0.7,30,0.8,255.6
20170306 00:00,0.001,0.9,0.616,22.5,38.3,60.9,14.91,-0.9,36,1,240.2
20170306 01:00,0.001,1,0.574,32.6,38.1,70.8,16.53,-1.3,38,0.7,274.4
20170306 02:00,0,0.9,0.582,33.1,34.8,67.9,17.08,-1.6,50,1.2,200.4
20170306 03:00,0,0.9,0.566,41.3,33.9,75.3,15.34,-2.2,50,,301
20170306 04:00,0,1.1,0.527,69.271,35.4,102,13.21,-1.9,52,0.8,175.4
20170306 05:00,0,1.1,0.538,65.933,35.1,100.1,13.02,-1.7,54,1.1,245.2
20170306 06:00,0,1.2,0.636,74.4,36.2,110.7,13.59,-1.7,57,0.7,197.9
20170306 07:00,0.005,1.2,0.581,52.8,37.8,90.6,13.28,-0.2,49,2.8,110.5
20170306 08:00,0.012,1.2,0.455,29,28.5,57.5,13.27,1,47,3.8,114.3
20170306 09:00,0.022,1.1,0.285,16.5,21,37.5,8.62,2.7,36,3.8,146.2
20170306 10:00,0.037,0.6,0.202,2.9,5.2,8.2,5.51,4.4,28,5.4,175.2
20170306 11:00,,0.7,0.198,2.6,4.6,7.2,5.47,5.7,27,5.5,176.5
20170306 12:00,0.04,0.6,,2.2,4.3,6.6,5.3,6.7,27,5.2,189.7
20170306 13:00,0.042,0.6,,1.9,3.2,5.2,5.31,7.8,29,5.1,194.1
20170306 14:00,0.042,0.5,0.193,1.5,3.7,5.3,5.55,8.7,28,4.9,194.2
20170306 15:00,0.043,0.5,0.196,1.3,4.4,5.7,5.8,9,29,5.6,214
20170306 16:00,0.041,0.4,0.228,1.1,6.2,7.4,5.89,8,35,5.7,215.3
20170306 17:00,0.041,0.6,0.242,0.9,7,7.9,6.16,6.7,47,5.4,221.7
20170306 18:00,0.039,0.4,0.247,0.5,7.9,8.4,6.55,6.5,47,4.2,194
20170306 19:00,0.043,0.4,0.201,0.1,4.2,4.4,5.99,6.1,50,5.2,159.6
20170306 20:00,0.043,0.6,0.179,0.1,4.1,4.3,6.42,5.7,56,4.2,159.7
20170306 21:00,0.04,0.8,0.187,0.6,6.9,7.5,6.21,5.7,60,3.3,141.1
20170306 22:00,0.039,0.5,0.196,0.2,6.5,6.7,5.83,6,63,3,141.8
20170306 23:00,0.038,0.4,0.186,0.2,5.6,5.8,5.86,6.2,64,3.5,147.4
20170307 00:00,0.037,0.4,0.181,0.2,6.3,6.5,5.77,6.3,63,3.4,145.7
20170307 01:00,0.039,0.4,0.181,0.2,5.2,5.5,6.07,6.4,61,3.3,140
20170307 02:00,0.033,0.4,0.191,0.3,11.8,12.1,6.21,6.4,64,2.7,129.5
20170307 03:00,0.031,0.4,0.214,0.5,12.1,12.7,6.42,6.3,69,2.8,107.4
20170307 04:00,0.031,0.4,0.255,0.6,12.6,13.3,7.39,6.6,70,3.1,93.5
20170307 05:00,0.028,0.4,0.258,1.4,15.6,17,7.78,7,70,2.7,109.5
20170307 06:00,0.021,0.5,0.302,2.9,21.9,25,8.27,7.3,71,1.8,106.6
20170307 07:00,0.01,0.5,0.374,11.3,32.9,44.1,9.25,7.5,74,1.7,100.9
20170307 08:00,0.014,0.6,0.339,6.2,28.5,34.7,10.05,8.1,73,1.6,136.1
20170307 09:00,0.011,0.7,0.349,14.3,30.4,44.8,11.36,8.3,76,2.7,128.6
20170307 10:00,0.013,1,0.314,15,26.6,41.6,13.1,9.6,74,2,141.5
20170307 11:00,0.018,1.2,0.315,11.1,21.7,32.9,13.8,11.9,67,1.1,309.6
20170307 12:00,0.029,1.3,0.289,5.9,14.9,20.9,11.23,14.7,60,3.6,247.1
20170307 13:00,0.05,1.1,0.196,0.9,3.4,4.3,6.65,17.3,52,9,223.6
20170307 14:00,0.051,1.1,0.187,0.6,2.7,3.4,6.19,18.4,49,9.3,221.9
20170307 15:00,0.05,0.7,0.192,0.7,3.7,4.4,6.58,18.7,48,8.8,225.4
20170307 16:00,0.049,0.8,0.222,0.7,4.1,4.9,6.54,19,47,8.2,224.4
20170307 17:00,0.048,1.4,0.236,0.7,4.4,5.1,6.5,18.9,46,8,222.2
20170307 18:00,0.046,1.5,0.22,0.4,5.3,5.8,6.71,18.6,47,7,221.5
20170307 19:00,0.045,0.8,0.202,0.2,5.9,6.2,6.83,18.2,48,6.3,231
20170307 20:00,0.043,0.4,0.209,0.2,6.1,6.3,6.84,17.5,52,5.3,229.5
20170307 21:00,0.041,0.5,0.199,4.9,8.3,13.3,6.79,16.5,58,3.9,224.8
20170307 22:00,0.039,1.1,0.188,0.3,5.8,6.2,6.49,15.8,63,3.8,225.5
20170307 23:00,0.037,0.6,0.174,0.2,5.6,5.9,6.66,14.7,69,2.8,188.8
20170308 00:00,0.037,0.4,0.164,0.6,4.2,4.9,6.67,14,69,3.2,200.8
20170308 01:00,0.039,0.4,0.159,0.8,2,2.8,6.88,14.8,65,5.8,214.4
20170308 02:00,0.039,0.8,0.153,0.1,2.9,3.1,6.36,15.9,63,7.7,219
20170308 03:00,0.039,0.9,0.155,0.1,1.4,1.5,6.1,15.8,66,7.7,220.2
20170308 04:00,0.037,0.7,0.16,0.4,2.2,2.6,5.34,15,68,11.6,261.6
20170308 05:00,0.039,0.2,0.162,2.1,5,7.2,1.81,9.9,66,14.8,306.8
20170308 06:00,0.04,0.2,0.183,1.1,6.1,7.3,1.96,9.5,61,10.7,298.9
20170308 07:00,0.028,0.4,0.24,24.1,18.8,43,2.01,9.1,62,10.5,296.8
20170308 08:00,0.031,0.4,0.217,16.4,16.7,33.2,2.02,9.6,55,9.4,294.3
20170308 09:00,0.038,0.4,0.175,4.2,5.6,9.8,2.22,10.8,47,11.8,293.1
20170308 10:00,0.041,0.3,0.168,2.9,3.4,6.3,1.51,12.3,35,13.3,296.5
20170308 11:00,0.044,,0.152,3.9,2.5,6.4,0.82,13.5,25,14.8,300
20170308 12:00,0.046,,0.151,1.6,1.8,3.4,1.23,14.2,24,13.4,285.4
20170308 13:00,0.046,0.2,0.151,1.5,2.1,3.6,1.2,15.4,22,15.3,285.5
20170308 14:00,0.047,0.3,0.147,1.4,2.2,3.6,1.12,16.3,20,15.1,274.4
20170308 15:00,0.049,0.2,0.155,1.3,2.1,3.5,1.11,17.2,18,13.6,270.2
20170308 16:00,0.048,0.2,0.178,1.7,3.3,5,1.12,17.6,17,12,271.5
20170308 17:00,0.046,0.2,0.195,0.8,5.1,6,1.52,17.4,18,7,246.1
20170308 18:00,0.041,0.4,0.221,0.5,9,9.6,3.47,15.9,21,5.3,229.2
20170308 19:00,0.035,0.3,0.22,0.3,11.9,12.3,1.9,14.2,25,4.2,229.8
20170308 20:00,0.03,0.3,0.279,0.9,15.5,16.4,2.76,13.2,27,3.2,263.3
20170308 21:00,0.041,0.4,0.189,0.7,6.6,7.4,1.79,14.3,22,9.7,274.9
20170308 22:00,0.046,0.4,0.143,0.2,2.5,2.7,0.72,14.9,18,8.8,273.8
20170308 23:00,0.046,0.5,0.138,0.1,1.7,1.9,0.69,14.4,19,8.9,271
20170309 00:00,0.046,0.5,0.132,0.1,1.4,1.5,0.73,14.1,20,10.7,273.5
20170309 01:00,0.045,0.4,0.134,0.1,1.3,1.4,0.65,13.7,21,10.4,279.3
20170309 02:00,0.045,0.3,0.133,0,1,1.1,0.68,13.1,22,9.2,281.2
20170309 03:00,0.044,0.3,0.136,0,1.7,1.8,0.93,12.7,24,6.3,268.7
20170309 04:00,0.042,0.3,0.142,0.1,2.3,2.5,0.81,11.9,25,4.3,267.7
20170309 05:00,0.028,0.3,0.19,0.3,15.7,16,1.51,10.7,29,3.6,237.8
20170309 06:00,0.013,0.5,0.3,3.3,31.2,34.6,2.66,9.6,33,2.7,250.8
20170309 07:00,0.021,0.7,0.308,8.158,22.9,31,2.83,10.7,32,3.6,253.3
20170309 08:00,0.036,0.6,0.203,4.2,7.9,12.2,1.9,13.1,27,9.1,266.8
20170309 09:00,0.043,0.5,0.164,3.4,3.9,7.4,1.5,14.9,23,15.6,281.8
20170309 10:00,0.045,0.4,0.158,5.7,3.8,9.5,1.78,15.9,22,18,288.5
20170309 11:00,0.048,0.4,0.156,2.9,2.2,5.1,2.5,16.7,21,17.1,285
20170309 12:00,0.05,0.4,0.159,1.6,2.2,3.9,4.43,17.5,20,17.4,284
20170309 13:00,0.051,0.4,0.17,3.2,3.2,6.4,7.05,18.4,19,17,286.9
20170309 14:00,0.053,0.5,0.183,3.2,2.3,5.5,9.48,19,18,16.7,286.9
20170309 15:00,0.055,0.5,0.191,1.5,3.1,4.6,10.78,19.4,18,14.2,284.2
20170309 16:00,0.055,0.5,0.216,1.6,4.4,6.1,11.52,19.6,17,13.8,290.2
20170309 17:00,0.052,0.6,0.248,2.3,7.4,9.7,11.58,19.3,18,10.2,289.9
20170309 18:00,0.042,0.7,0.304,1.9,16.2,18.1,12.37,18.1,19,5.5,298.3
20170309 19:00,0.03,0.7,0.353,2.8,27.3,30.1,11.51,16.9,21,3.9,314.7
20170309 20:00,0.036,0.8,0.38,2.5,18.6,21.1,11.55,15.7,22,2.5,341.1
20170309 21:00,0.037,1,0.308,2,15.1,17.2,11.81,15.3,22,2.7,17.1
20170309 22:00,0.041,0.7,0.241,1.6,6.9,8.6,6.69,13.7,24,5.9,1.5
20170309 23:00,0.04,0.6,0.177,0.7,4.3,5.1,2.44,10.9,30,8,24.9
20170310 00:00,0.041,0.6,0.17,0.5,3.3,3.8,2.06,9.9,31,6.5,52.6
20170310 01:00,0.04,0.5,0.17,0.2,3.3,3.5,2.01,9.2,32,5,38.7
20170310 02:00,0.039,0.4,0.173,0.3,3.6,3.9,2.2,8.7,34,4.8,21.2
20170310 03:00,0.04,0.4,0.172,0.3,3.3,3.6,2.83,8,41,5.7,9.2
20170310 04:00,0.04,0.4,0.177,0.9,3.2,4.1,3.33,7.3,50,5.9,40.8
20170310 05:00,0.037,0.3,0.191,2.7,7,9.8,3.22,6.6,52,6.4,348.2
20170310 06:00,0.039,0.2,0.186,2.2,5.4,7.7,2.23,5.4,55,7.7,39.6
20170310 07:00,0.033,0.2,0.253,5.3,11.5,16.9,3.12,3.1,76,7.3,356.7
20170310 08:00,0.023,0.3,0.365,13.1,19,32.1,4.59,1.7,84,5.2,343.7
20170310 09:00,0.025,0.3,0.389,9.7,13.4,23.1,3.04,1.3,84,6.6,342.4
20170310 10:00,0.031,0.3,0.238,4.767,,,2.47,1,82,8.8,342.2
20170310 11:00,0.034,0.2,0.227,3.443,,,2.11,0.2,86,11.6,341.7
20170310 12:00,0.033,0.3,0.269,8.6,8.8,17.5,2.23,0,86,7.8,343.7
20170310 13:00,0.037,0.3,0.228,8.1,6.3,14.4,2.63,1.3,79,8.5,328.9
20170310 14:00,0.04,0.3,0.202,5.5,6.7,12.2,2.36,3.3,58,11.3,314.3
20170310 15:00,0.041,0.2,0.194,4,4.9,9,2.87,3.8,50,14.6,300.4
20170310 16:00,0.037,0.2,0.224,5,7.7,12.8,2.77,1.9,68,13.6,307
20170310 17:00,0.036,0.3,0.225,4.6,7.3,11.9,2.34,2.9,54,11.7,303.9
20170310 18:00,0.036,0.3,0.193,3.3,7.4,10.7,1.35,2.8,41,13.7,299.3
20170310 19:00,0.037,0.2,0.176,2.9,6.1,9,1.14,1.9,35,16,309.9
20170310 20:00,0.039,0.2,0.164,2,4.5,6.6,0.9,0.8,33,15,305.4
20170310 21:00,0.039,0.2,0.153,1.3,2.8,4.2,0.64,-0.3,36,16.9,300
20170310 22:00,0.039,0.2,0.147,1.5,2.9,4.4,0.59,-1.2,33,16.3,300.2
20170310 23:00,0.038,0.1,0.152,1.5,3.6,5.1,0.82,-1.9,32,14.1,309.4
20170311 00:00,0.038,0.1,0.151,1,1.7,2.7,0.82,-2.9,31,13.5,308.9
20170311 01:00,0.037,0.2,0.148,0.8,2.4,3.3,0.76,-3.7,32,10.9,322.8
20170311 02:00,0.037,0.2,0.148,0.6,1.8,2.4,0.63,-4.5,32,13.5,315.8
20170311 03:00,0.029,0.2,0.166,9,12.2,21.3,0.73,-5.2,34,9.6,320.3
20170311 04:00,0.029,0.2,0.172,5.3,11.4,16.8,0.83,-5.9,38,6.7,320.8
20170311 05:00,0.03,0.2,0.176,6.7,10.7,17.4,0.58,-6.1,33,8.6,298.7
20170311 06:00,0.034,0.2,0.179,1.2,4.4,5.7,0.79,-6.3,35,8.5,287.1
20170311 07:00,0.033,0.2,0.186,3.9,6.1,10.1,1.17,-5.8,36,9.4,295.9
20170311 08:00,0.035,0.2,0.178,3.6,4.2,7.8,1.19,-5.1,35,14.5,298.3
20170311 09:00,0.037,0.2,0.179,3.4,3.3,6.8,1.03,-4.4,34,17.3,305.5
20170311 10:00,0.036,0.2,0.188,3.7,3.5,7.2,1.39,-3.8,34,13.3,303.5
20170311 11:00,0.038,0.2,0.183,2.9,2.8,5.7,1.47,-3.1,32,15.1,302.8
20170311 12:00,0.04,0.2,0.18,4.9,2.4,7.4,1.55,-2.2,30,15.8,297.5
20170311 13:00,0.041,0.2,0.176,2.5,2.3,4.9,1.82,-1.4,27,17.3,298.9
20170311 14:00,0.042,0.2,0.178,2.1,2.5,4.6,2.03,-0.8,27,16,302.4
20170311 15:00,0.042,0.3,0.185,2.3,2.5,4.8,2.34,-0.5,26,17.1,302.4
20170311 16:00,0.041,0.4,0.187,2.3,3.8,6.2,2.62,-0.4,27,15.3,306.5
20170311 17:00,0.041,0.3,0.187,1.1,3.5,4.6,2.67,-0.5,28,14.7,302
20170311 18:00,0.038,0.2,0.205,1.1,6.3,7.4,2.94,-1,29,9.8,298.2
20170311 19:00,0.036,0.2,0.218,2,6.6,8.6,3.51,-1.4,31,10.7,301.4
20170311 20:00,0.037,0.3,0.2,1.5,5.8,7.3,3.59,-1.8,33,12.4,297.7
20170311 21:00,0.037,0.2,0.195,1.2,4.6,5.8,3.46,-2.2,34,11.4,300.8
20170311 22:00,0.037,0.2,0.192,1.1,4.8,6,2.95,-2.6,34,10.6,303.9
20170311 23:00,0.036,0.3,0.193,1.6,4.9,6.5,2.72,-3.2,35,10.3,315.8
20170312 00:00,0.037,0.3,0.18,0.6,3,3.6,2.35,-3.6,35,9.5,306.9
20170312 01:00,0.036,0.3,0.178,0.4,3.5,3.9,2.7,-3.8,37,7.1,305.1
20170312 02:00,,,,,,,,,,,
20170312 03:00,0.033,0.3,0.181,0.3,5.4,5.8,2.95,-4,39,5.4,299.8
20170312 04:00,0.031,0.2,0.188,0.5,8.1,8.7,2.23,-4.2,40,3.9,305.1
20170312 05:00,0.026,0.2,0.2,3.623,13.9,16.2,1.76,-4.2,39,3,294.1
20170312 06:00,0.023,0.3,0.252,1.5,16.5,18,2.93,-4.5,41,3.3,274
20170312 07:00,0.025,0.4,0.242,3.7,12.4,16.2,5.39,-4.3,44,5.4,278.4
20170312 08:00,0.034,0.4,0.192,2.6,4.8,7.4,3.61,-3.4,40,8.4,299.6
20170312 09:00,0.038,0.3,0.19,2,2.6,4.7,2.26,-2.6,37,9.4,305.8
20170312 10:00,0.038,0.2,0.185,1.9,2.2,4.1,1.96,-1.9,35,11.8,300.9
20170312 11:00,0.037,0.2,0.2,2.1,2.9,5,2.73,-1.5,35,11.1,307.4
20170312 12:00,0.037,0.2,0.209,2.7,2.7,5.4,3.18,-0.9,34,11.7,304.5
20170312 13:00,0.037,0.2,0.199,3.2,3.8,7,3.49,-0.3,33,11.7,310.3
20170312 14:00,0.037,0.2,0.229,5.1,3.7,8.9,4.13,0.2,32,12.1,318
20170312 15:00,0.037,0.2,0.203,3.4,3.6,7.1,3.87,0.3,32,14.4,309
20170312 16:00,0.038,0.2,0.198,2.2,3.4,5.6,4.44,0.5,31,13.4,304.7
20170312 17:00,0.038,0.2,0.207,1.4,4.1,5.6,4.78,0.5,30,11.4,306.6
20170312 18:00,0.034,0.2,0.228,1.7,7.3,9.1,4.48,0,32,7,311.2
20170312 19:00,0.03,0.3,0.253,2.4,10.7,13.1,5.24,-0.3,36,5.7,321.9
20170312 20:00,0.027,0.3,0.249,1.7,13,14.7,5.82,-0.9,41,4.5,306.3
20170312 21:00,0.026,0.3,0.264,2.283,13.2,14.8,6.13,-1.3,43,3.2,293
20170312 22:00,0.027,0.3,0.242,0.7,11.5,12.2,5.45,-1.6,43,4.4,310
20170312 23:00,0.027,0.4,0.252,1.6,11.4,13.1,5.16,-2,44,3.4,331
20170313 00:00,0.03,0.3,0.232,0.8,7.4,8.3,5.08,-2.6,43,4,9.4
20170313 01:00,0.03,0.3,0.221,0.8,7.4,8.3,4.8,-3.4,39,4.5,42.4
20170313 02:00,0.032,0.3,0.189,0.8,6.4,7.3,3.67,-4,36,3.5,357.2
20170313 03:00,0.03,0.3,0.2,1.1,9.6,10.8,3.53,-4.4,36,3.8,34.7
20170313 04:00,0.025,0.4,0.221,1.7,14.5,16.2,5.67,-4.6,37,2.7,103.8
20170313 05:00,0.022,0.4,0.288,6.9,19.9,26.8,4.31,-4.7,36,2.8,46.7
20170313 06:00,0.017,0.7,0.445,21.9,30.4,52.3,4.89,-4.6,36,3.3,353
20170313 07:00,0.023,0.8,0.383,21,15.2,36.2,4.97,-4,35,3.3,348.8
20170313 08:00,0.029,1.5,0.241,6,11.2,17.3,4.94,-3.4,35,2.8,40.9
20170313 09:00,0.027,1.8,0.249,12.9,14.7,27.6,6.21,-2.3,34,3.2,154.2
20170313 10:00,0.028,1.6,0.25,10.6,12.5,23.2,6.31,-1.5,33,5,143
20170313 11:00,0.027,2.9,0.244,11.4,14.5,25.9,6.68,-0.5,31,4.1,156.8
20170313 12:00,0.029,2.8,,9.2,12,21.3,,0.3,28,5,150.6
20170313 13:00,0.034,1,,5,7.7,12.8,15.82,1.4,26,4.6,132.3
20170313 14:00,0.038,1.1,,3,5.5,8.6,16.76,2.5,26,4.6,129.2
20170313 15:00,0.039,0.8,,2.5,5,7.5,14.35,3.4,28,5.7,179.2
20170313 16:00,0.04,0.5,,1.4,4.4,5.9,13.53,2.2,37,6.1,203.8
20170313 17:00,0.038,0.5,,0.5,5.4,5.9,12.62,1.4,43,5.6,178.6
20170313 18:00,0.038,0.4,,0.2,5.5,5.7,12.35,1.2,42,4,178.3
20170313 19:00,0.035,0.4,,0.4,7,7.5,12.82,1.1,40,4.1,125.9
20170313 20:00,0.034,0.4,,1.7,7.2,8.9,11.27,0.9,34,6.7,96.9
